publisher,url,date_of_publication,text
nytimes,https://www.nytimes.com/2022/05/31/nyregion/a-collision-course-for-2-stalwart-manhattan-democrats.html,2022-05-31T00:00:00,"Nadler told my colleague Nicholas Fandos that he had a private conversation with Maloney in which he suggested she try for another seat because he would win the Aug. 23 primary. “She said basically the opposite, and so it was an impasse,” Nadler said, “and we left it at that.” |  | Both have been working the phones to pressure union leaders, old political allies and wealthy donors — many of whom the two have shared for years — to pick sides. |  | A third Democrat, Suraj Patel, is also running. At 38, he is half the age of his opponents — Maloney is 76, and Nadler will turn 75 next month. Patel is building his campaign around the notion that it is time for a younger generation to take over, and he came within four percentage points of beating Maloney in the Democratic primary two years ago. Nadler has not had a close race in nearly 50 years, going back to when he was in the State Assembly before moving to Congress. |  | Now they are running in a redrawn district. How well does each know the other’s side of town? |  | Nadler named the Metropolitan Museum as his favorite East Side institution: “Ever since I saw “The Ten Commandments” as a kid, I’ve been interested in Egypt.” |  | Maloney fumbled when reaching for the name of a restaurant loved by generations of New Yorkers. |  | “There’s a deli over there; it’s called Grassroots,” she said, only to be interrupted by an aide who reminded her that she meant Barney Greengrass. “You’ve gone a million times,” the aide said."
nytimes,https://www.nytimes.com/2022/05/31/briefing/oil-embargo-colombia-election-guns.html,2022-05-31T00:00:00,"Europe’s leaders reach deal on Russian oil embargo |  | The E.U. agreed yesterday to ban most imports of Russian oil, the harshest economic penalty yet imposed for Russia’s invasion of Ukraine and potentially Europe’s biggest sacrifice. The bloc had already cut off Russian banks, frozen Russian assets and sent advanced weaponry to Ukraine. Follow the latest updates from the war. |  | E.U. leaders endorsed an embargo on Russian oil delivered by tankers, the primary method, effectively reducing imports by two-thirds, with commitments to reduce imports by pipeline. Charles Michel, president of the European Council, announced the deal in a late-night tweet, though many details remain to be hashed out. |  | Russia’s war in Ukraine is financed by sales of crude and refined petroleum and natural gas, which account for most of the country’s export revenue, collected primarily by state-controlled energy companies. Analysts say that Russia will continue to find some buyers for its oil but that sales volume and profits are likely to drop significantly once the embargo takes effect. |  | Impact: Europe relies heavily on Russian fuels. Officials have warned that the financial cost to E.U. countries will be high. Other sources are expected to be more expensive, and gas and oil shortages are a real possibility. The prohibition on oil deliveries aboard tankers will have no effect on Hungary, a landlocked nation."
nytimes,https://www.nytimes.com/2022/05/31/world/here-are-the-latest-developments-in-the-war-in-ukraine.html,2022-05-31T00:00:00,"The European Union reached an agreement late Monday to ban most imports of Russian oil, a move that further severs ties between Europe and Russia and marks the harshest economic retribution Moscow has faced for its war in Ukraine. |  | The deal bans Russian oil imports arriving by sea by the end of the year, which will cut off two-thirds of the bloc’s total imports and cost the Kremlin billions of dollars a year. It applies “maximum pressure on Russia to end the war,” the president of the European Council, Charles Michel, said on Twitter. |  | E.U. leaders ended protracted negotiations on the ban — the length of which President Volodymyr Zelensky criticized in his nightly address just hours before the deal was announced — by conceding pipeline imports to Hungary, a landlocked nation that is heavily dependent on Russian oil and had blocked negotiations for weeks. |  | Early Tuesday, the bloc also agreed to give Ukraine 9 billion euros, or $9.7 billion, in financial aid to help with the economic repercussions of the Russian invasion."
nytimes,https://www.nytimes.com/2022/05/31/todayspaper/quotation-of-the-day-senate-chasing-an-ever-elusive-gun-law-deal.html,2022-05-31T00:00:00,"“When people give up on us dealing with the most important and most existential issues, it means they’re giving up on democracy itself.” |  | SENATOR CHRISTOPHER S. MURPHY, Democrat of Connecticut, who is leading negotiations to seek at least modest gun control legislation."
nytimes,https://www.nytimes.com/2022/05/31/climate/united-states-climate-ranking-trump.html,2022-05-31T00:00:00,"For four years under President Donald J. Trump, the United States all but stopped trying to combat climate change at the federal level. Mr. Trump is no longer in office, but his presidency left the country far behind in a race that was already difficult to win. |  | A new report from researchers at Yale and Columbia Universities shows that the United States’ environmental performance has tumbled in relation to other countries — a reflection of the fact that, while the United States squandered nearly half a decade, many of its peers moved deliberately. |  | But, underscoring the profound obstacles to cutting greenhouse gas emissions rapidly enough to prevent the worst effects of climate change, even that movement was insufficient. The report’s sobering bottom line is that, while almost every country has pledged by 2050 to reach net-zero emissions (the point where their activities no longer add greenhouse gases to the atmosphere), almost none are on track to do it. |  | The report, called the Environmental Performance Index, or E.P.I., found that, based on their trajectories from 2010 through 2019, only Denmark and Britain were on a sustainable path to eliminate emissions by midcentury."
nytimes,https://www.nytimes.com/2022/05/31/science/asteroids-algorithm-planetary-defense.html,2022-05-31T00:00:00,"Ed Lu wants to save Earth from killer asteroids. |  | Or at least, if there is a big space rock streaking our way, Dr. Lu, a former NASA astronaut with a doctorate in applied physics, wants to find it before it hits us — hopefully with years of advance warning and a chance for humanity to deflect it. |  | On Tuesday, B612 Foundation, a nonprofit group that Dr. Lu helped found, announced the discovery of more than 100 asteroids. (The foundation’s name is a nod to Antoine de Saint-Exupéry’s children’s book, “The Little Prince”; B612 is the home asteroid of the main character.) |  | That by itself is unremarkable. New asteroids are reported all the time by skywatchers around the world. That includes amateurs with backyard telescopes and robotic surveys systematically scanning the night skies. |  | What is remarkable is that B612 did not build a new telescope or even make new observations with existing telescopes. Instead, researchers financed by B612 applied cutting-edge computational might to years-old images — 412,000 of them in the digital archives at the National Optical-Infrared Astronomy Research Laboratory, or NOIRLab — to sift asteroids out of the 68 billion dots of cosmic light captured in the images."
nytimes,https://www.nytimes.com/2022/05/31/crosswords/spelling-bee-forum.html,2022-05-31T00:00:00,"TUESDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”"
nytimes,https://www.nytimes.com/2022/05/31/us/america-life-uvalde-covid.html,2022-05-31T00:00:00,"“The question that should scare us is, what will it take to make us collectively bring about this change?” she said. |  | “Maybe this is our life’s work,” she said. “Maybe this is our work as humans.” |  | When Tracy K. Smith, the former poet laureate of the United States, first heard of the shootings in Buffalo and Uvalde, her immediate reaction was anger and rage against “these monstrous people.” It is easy to sink into that feeling, she said, and we are even encouraged to, to think that these are “wild outliers.” |  | “But when I slow down I realize there is something alive in our culture that has harmed those people,” she said. “Whatever that something is, it is harming all of us, we are all vulnerable to it, it wields some sort of influence upon us, no matter who we are.” |  | At Harvard University’s graduation on Thursday, she read a poem. It was a reflection on history, the violence that we live with, and what the age requires, she said. In her version of the poem she thought of her children, she said, but it was also a wish for her students. So many had dealt with so much in recent years, being sick, caring for family members. |  | “I want you to survive,” she said. “I want your bodies to be inviolable. I want the earth to be inviolable.” |  | “It is a wish, or a prayer.”"
nytimes,https://www.nytimes.com/2022/05/31/business/stock-market-company-profits.html,2022-05-31T00:00:00,"A New York Times analysis of over 2,000 publicly traded companies outside the financial sector found that most of them increased sales faster than expenses, a remarkable feat when the cost of wages, raw materials and components was rising and supply chains were out of whack. |  | The stock market’s decline this year has been painful. And it remains difficult to predict what is in store for the future. Looking Back : Readers want to know how nasty this year’s downturn may become. Our columnist Readers want to know how nasty this year’s downturn may become. Our columnist turns to history for answers |  | Uncertainty Lingers: Even with the stock market’s staggering run of losses coming to an end, the concerns that drove Wall Street’s panic this year Even with the stock market’s staggering run of losses coming to an end, the concerns that drove Wall Street’s panic this year remain unresolved |  | Companies and Profits: More companies are expected to announce slowdowns in their business this year. More companies are expected to announce slowdowns in their business this year. Here is what that means for the stock market |  | Advice for Investors: It’s hard to make sense of the head-spinning volatility in the financial markets. It’s hard to make sense of the head-spinning volatility in the financial markets. These tips can help |  | As a result, profit margins, which measure how much money a business makes on each dollar of sales, rose well above the prepandemic average. On the whole, companies made an estimated $200 billion in additional operating profits last year because of that increase in margins. |  | The windfall sent stocks surging in a wave of market exuberance but potentially beyond what business fundamentals merited. The price-to-earnings ratio — an indicator of how much investors are paying for each dollar of corporate profit — for all of the companies in the S&P 500 climbed to 23 at its peak, compared with an average of 18 for the decade before the pandemic. At such an elevated price-to-earnings ratio, stock prices were particularly vulnerable to a sell-off. |  | And now there are good reasons for investors to be concerned about profits. Many federal stimulus programs created during the pandemic have ended or are ending. The Fed is raising interest rates. And corporate executives are warning that the supply chain problems that may have helped them boost profits last year have become a burden. |  | Deere, the maker of agricultural, construction, gardening and other equipment, said that materials costs were still rising, and that it lacked parts to complete certain products, delaying sales. Cisco, which makes computer networking equipment, also complained that it couldn’t get certain components. |  | Particularly worrisome to investors are signs that demand for some goods and services is flattening or even falling. Walmart noted that higher food costs appeared to have reduced demand for other items. And while Target expected demand for things like apparel and home goods to fall as the government stimulus wore off, the company “didn’t anticipate the magnitude of that shift,” its chief executive, Brian Cornell, said. |  | Shares for the clothing retailer Gap fell sharply last week after it announced disappointing earnings for the first three months of the year, as well as a more pessimistic outlook for its profits through the rest of 2022. The firm was greatly affected by a deep decline in sales for its Old Navy brand, which tends to appeal to lower-income consumers because it carries lower-priced merchandise than Gap stores."
nytimes,https://www.nytimes.com/es/2022/05/31/espanol/covid-positivo.html,2022-05-31T00:00:00,"Dada la incertidumbre, algunos expertos han aconsejado que los resultados de las pruebas hacia el final de una infección se interpreten solo como un dato que tal vez resulte útil al considerarse en conjunto con otros factores, como los síntomas del paciente y el estado de su sistema inmune. Al respecto, Chin-Hong recomendó “usar la prueba rápida como una guía pero no como lo más importante”. |  | Qué sabemos |  | Los estudios realizados antes del surgimiento de la ómicron demostraban que la gente con COVID-19 era más propensa a propagar el virus en los primeros días previos y posteriores al desarrollo de síntomas. |  | Los Centros para el Control y la Prevención de Enfermedades citaron estos hallazgos cuando explicaron su decisión de reducir las normas de aislamiento a finales del año pasado. Aunque los antiguos lineamientos recomendaban que los pacientes se aislaran durante 10 días, según las recomendaciones actuales, mucha gente puede salir del aislamiento después de cinco días, aunque debería usar mascarilla hasta el décimo día. |  | Las investigaciones también sugieren que las pruebas rápidas de antígenos son más propensas a dar positivo en los primeros días de la enfermedad, pero hay una variación considerable. |  | Según un nuevo análisis de gente que se realizó pruebas en repetidas ocasiones en un sitio de California durante la ola de la ómicron, un estimado de un 71 por ciento dio positivo con la prueba de antígeno cuatro días después de que aparecieron sus síntomas o después de que dieron positivo por el virus por primera vez. Ese porcentaje se redujo durante los siguientes días, pero un estimado de un 20 por ciento siguió dando positivo el décimo primer día, de acuerdo con el estudio, que todavía no ha sido publicado en una revista científica. |  | “Algunas personas están viendo que dan positivo con la prueba antígeno durante periodos bastante prolongados”, comentó Grad. “Creo que se lo atribuimos a una variación en el sistema inmunitario de la gente y la capacidad de responder frente a una infección y eliminar este virus”. |  | En efecto, un par de estudios recientes, ninguno de los cuales ha sido revisado por expertos, sugieren que algunas personas con infecciones de la ómicron expulsan virus infecciosos —capaces de replicarse en un “cultivo celular” o un recipiente de células vivas en el laboratorio— durante más de una semana."
nytimes,https://www.nytimes.com/2022/05/31/business/stocks-bear-market.html,2022-05-31T00:00:00,"The stock market’s staggering run of losses came to an end last week, with the S&P 500 snapping a seven-week losing streak and pulling away from the brink of a bear market with a 6.6 percent bounce through Friday. |  | But the concerns that drove Wall Street’s panic this year remain unresolved. It’s far too soon to know if skyrocketing consumer prices have peaked, if the Federal Reserve has charted the right path for interest rates, or how well the economy will be able to hold up in the face of fast inflation and rising borrowing costs. |  | Until there’s clarity on those issues, analysts say, it would be a mistake to presume that this year’s drop in stocks was over. As share prices have tumbled, falling about 13 percent since early January, predictions that the selling has run its course have repeatedly turned out to be wrong, with the market changing direction as each new piece of data on the economy came in. Last week’s bounce, as investors plowed some $20 billion into global stock funds, could be another short-lived rally. |  | “There’s no certainty, especially in the short term,” said Victoria Greene, chief investment officer at G Squared Private Wealth, an investment adviser. “This could be a choppy summer where you’re going to have ups and downs and you’re going to get jerked around.”"
nytimes,https://www.nytimes.com/2022/05/31/nyregion/gun-control-abortion-albany.html,2022-05-31T00:00:00,"ALBANY, N.Y. — Money and lobbying hold enormous sway in the State Capitol, but there are few pressures like an old-fashioned deadline to get major legislation over the finish line. |  | With New York’s yearly legislative session scheduled to conclude June 2, state lawmakers are racing to put finishing touches on a wide range of legislative packages, from efforts to strengthen gun laws and reproductive rights to a deal to renew New York City’s authority over its schools. |  | The Legislature, controlled by Democrats, has already passed a steady stream of legislation in recent weeks, including a landmark bill to allow adult victims of sexual assault to sue their abusers, and legislation to ban the sale of cosmetics tested on animals. The Senate has passed bills to crack down on monopolies and cap the cost of insulin, though it remained unclear if the Assembly would follow suit. |  | Consensus on other hot-button legislation seemed even less certain, with many legislators already eyeing re-election campaigns and grappling with the chaos of new district lines that have led to a harried game of musical chairs."
